ID;Faixa Horário;Mês do Fato;Ano do Fato;Dia da Semana;CONSUMAÇÃO;QUALIFICACAO_CATEGORIA;UF;GRUPO NATUREZA;Faixa Etária;PROFISSAO;SEXO;Cor;Grau de Instrução;RISP
507265230;21 AS 23:59;Out;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
508077420;18 AS 20:59;Out;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Do Lar;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;16ª RISP - TRINDADE
508224930;18 AS 20:59;Out;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;11ª RISP - FORMOSA
508838280;18 AS 20:59;Out;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Professor;FEMININO;PARDA;06. SUPERIOR COMPLETO;17ª RISP - ÁGUAS LINDAS
508988340;18 AS 20:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;AUTÔNOMA;FEMININO;NÃO INFORMADO;03. MÉDIO INCOMPLETO;11ª RISP - FORMOSA
509354070;9 AS 11:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;05ª RISP - LUZIÂNIA
509303400;0 AS 2:59;Out;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Desempregado;FEMININO;PARDA;04. MÉDIO COMPLETO;05ª RISP - LUZIÂNIA
509267190;9 AS 11:59;Nov;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;BRANCA;Não Informado;17ª RISP - ÁGUAS LINDAS
509658660;6 AS 8:59;Ago;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Autônomo;FEMININO;NÃO INFORMADA;05. SUPERIOR INCOMPLETO;11ª RISP - FORMOSA
509788710;12 AS 14:59;Nov;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Professor;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;05ª RISP - LUZIÂNIA
509872080;3 AS 5:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;PARDA;Não Informado;17ª RISP - ÁGUAS LINDAS
510031470;15 AS 17:59;Nov;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;BRANCA;04. MÉDIO COMPLETO;05ª RISP - LUZIÂNIA
510274710;21 AS 23:59;Nov;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Do Lar;FEMININO;PARDA;Não Informado;05ª RISP - LUZIÂNIA
510384090;21 AS 23:59;Nov;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;PARDA;Não Informado;05ª RISP - LUZIÂNIA
510425910;21 AS 23:59;Nov;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Vendedor de Loja;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;05ª RISP - LUZIÂNIA
510529380;6 AS 8:59;Out;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Empregada Doméstica;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;05ª RISP - LUZIÂNIA
511218360;21 AS 23:59;Nov;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;MANICURE;FEMININO;NÃO INFORMADA;04. MÉDIO COMPLETO;11ª RISP - FORMOSA
511282500;15 AS 17:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Auxiliar de Limpeza;FEMININO;NÃO INFORMADO;99. NÃO INFORMADO;05ª RISP - LUZIÂNIA
511405350;15 AS 17:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;11ª RISP - FORMOSA
511486950;18 AS 20:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Comerciante;FEMININO;BRANCA;04. MÉDIO COMPLETO;05ª RISP - LUZIÂNIA
511520340;9 AS 11:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Cabeleireiro;FEMININO;NÃO INFORMADO;99. NÃO INFORMADO;17ª RISP - ÁGUAS LINDAS
511593600;6 AS 8:59;Nov;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Vendedor;FEMININO;PARDA;01. FUNDAMENTAL INCOMPLETO;17ª RISP - ÁGUAS LINDAS
511748880;12 AS 14:59;Nov;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
511770330;0 AS 2:59;Jul;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;12 A 17;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;17ª RISP - ÁGUAS LINDAS
511871490;21 AS 23:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;05ª RISP - LUZIÂNIA
511903920;18 AS 20:59;Out;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;05ª RISP - LUZIÂNIA
511908060;9 AS 11:59;Nov;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;03ª RISP - ANÁPOLIS
511967100;12 AS 14:59;Nov;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Diarista;FEMININO;NÃO INFORMADO;03. MÉDIO INCOMPLETO;17ª RISP - ÁGUAS LINDAS
509313930;6 AS 8:59;Out;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;05ª RISP - LUZIÂNIA
511863180;9 AS 11:59;Nov;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NEGRA;Não Informado;11ª RISP - FORMOSA
512672610;18 AS 20:59;Out;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;02. FUNDAMENTAL COMPLETO;11ª RISP - FORMOSA
510510030;18 AS 20:59;Nov;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;ATENDENTE;FEMININO;PARDA;03. MÉDIO INCOMPLETO;05ª RISP - LUZIÂNIA
512637090;9 AS 11:59;Nov;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Do Lar;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;17ª RISP - ÁGUAS LINDAS
513042870;18 AS 20:59;Nov;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;12 A 17;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;05ª RISP - LUZIÂNIA
513064650;12 AS 14:59;Nov;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;PARDA;Não Informado;01ª RISP - GOIÂNIA
512281200;18 AS 20:59;Nov;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;17ª RISP - ÁGUAS LINDAS
513349170;0 AS 2:59;Nov;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Vendedor;FEMININO;PARDA;04. MÉDIO COMPLETO;17ª RISP - ÁGUAS LINDAS
513402780;21 AS 23:59;Nov;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;05ª RISP - LUZIÂNIA
513364080;9 AS 11:59;Nov;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;PARDA;Não Informado;17ª RISP - ÁGUAS LINDAS
513961080;0 AS 2:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;PARDA;Não Informado;16ª RISP - TRINDADE
514014300;15 AS 17:59;Nov;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;17ª RISP - ÁGUAS LINDAS
513928590;21 AS 23:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;BRANCA;04. MÉDIO COMPLETO;05ª RISP - LUZIÂNIA
513929160;21 AS 23:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Cuidador de Idosos;FEMININO;BRANCA;04. MÉDIO COMPLETO;05ª RISP - LUZIÂNIA
511564110;18 AS 20:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;11ª RISP - FORMOSA
514423410;12 AS 14:59;Nov;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Funcionário Público;FEMININO;PARDA;01. FUNDAMENTAL INCOMPLETO;01ª RISP - GOIÂNIA
514188300;15 AS 17:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;13ª RISP - POSSE
514468050;21 AS 23:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
514533660;15 AS 17:59;Nov;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;05ª RISP - LUZIÂNIA
514813170;9 AS 11:59;Nov;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;03. MÉDIO INCOMPLETO;17ª RISP - ÁGUAS LINDAS
514828740;12 AS 14:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;17ª RISP - ÁGUAS LINDAS
514763280;9 AS 11:59;Nov;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NEGRA;04. MÉDIO COMPLETO;11ª RISP - FORMOSA
446348850;6 AS 8:59;Mai;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;17ª RISP - ÁGUAS LINDAS
400990740;21 AS 23:59;Jan;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Cuidador de Idosos;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;17ª RISP - ÁGUAS LINDAS
428720370;15 AS 17:59;Mar;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
515146560;18 AS 20:59;Out;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;12 A 17;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
515243460;15 AS 17:59;Nov;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;17ª RISP - ÁGUAS LINDAS
509462040;9 AS 11:59;Nov;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;99. NÃO INFORMADO;17ª RISP - ÁGUAS LINDAS
435892770;21 AS 23:59;Abr;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
493326210;3 AS 5:59;Set;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;05ª RISP - LUZIÂNIA
515577180;18 AS 20:59;Nov;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Manicure e Pedicure;FEMININO;PARDA;03. MÉDIO INCOMPLETO;11ª RISP - FORMOSA
515611080;12 AS 14:59;Mai;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Supervisor;FEMININO;NÃO INFORMADA;06. SUPERIOR COMPLETO;17ª RISP - ÁGUAS LINDAS
515529990;18 AS 20:59;Nov;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;BRANCA;Não Informado;05ª RISP - LUZIÂNIA
515811120;21 AS 23:59;Nov;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;11ª RISP - FORMOSA
515868750;18 AS 20:59;Nov;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;BRANCA;01. FUNDAMENTAL INCOMPLETO;05ª RISP - LUZIÂNIA
516268830;6 AS 8:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;05ª RISP - LUZIÂNIA
516268230;21 AS 23:59;Nov;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Cabeleireiro;FEMININO;PARDA;02. FUNDAMENTAL COMPLETO;05ª RISP - LUZIÂNIA
516406410;15 AS 17:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Comerciante;FEMININO;PARDA;Não Informado;05ª RISP - LUZIÂNIA
516619680;18 AS 20:59;Nov;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;04. MÉDIO COMPLETO;19ª RISP - CALDAS NOVAS
429306660;12 AS 14:59;Mar;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Auxiliar Contábil;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
419315850;3 AS 5:59;Fev;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
516583560;9 AS 11:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Manicure e Pedicure;FEMININO;PARDA;02. FUNDAMENTAL COMPLETO;11ª RISP - FORMOSA
516696480;15 AS 17:59;Nov;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADA;01. FUNDAMENTAL INCOMPLETO;05ª RISP - LUZIÂNIA
516718050;9 AS 11:59;Nov;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;lavadeira;FEMININO;NEGRA;02. FUNDAMENTAL COMPLETO;05ª RISP - LUZIÂNIA
516720840;12 AS 14:59;Nov;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;99. NÃO INFORMADO;05ª RISP - LUZIÂNIA
516721710;21 AS 23:59;Nov;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;17ª RISP - ÁGUAS LINDAS
516866610;18 AS 20:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;PARDA;Não Informado;17ª RISP - ÁGUAS LINDAS
517016370;21 AS 23:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Manicure e Pedicure;FEMININO;PARDA;Não Informado;05ª RISP - LUZIÂNIA
513052470;12 AS 14:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;PARDA;04. MÉDIO COMPLETO;05ª RISP - LUZIÂNIA
517069950;12 AS 14:59;Nov;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;17ª RISP - ÁGUAS LINDAS
517092660;12 AS 14:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;05ª RISP - LUZIÂNIA
513984150;6 AS 8:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;05ª RISP - LUZIÂNIA
517284390;0 AS 2:59;Nov;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NEGRA;03. MÉDIO INCOMPLETO;17ª RISP - ÁGUAS LINDAS
517381380;18 AS 20:59;Nov;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;17ª RISP - ÁGUAS LINDAS
475378500;18 AS 20:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;11ª RISP - FORMOSA
517508550;9 AS 11:59;Nov;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;17ª RISP - ÁGUAS LINDAS
517757850;18 AS 20:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;11ª RISP - FORMOSA
517761780;9 AS 11:59;Nov;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;PARDA;Não Informado;05ª RISP - LUZIÂNIA
518121750;15 AS 17:59;Nov;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Do Lar;FEMININO;PARDA;Não Informado;05ª RISP - LUZIÂNIA
518121750;15 AS 17:59;Nov;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;0 A 11;Não Informado;FEMININO;PARDA;Não Informado;05ª RISP - LUZIÂNIA
518212230;21 AS 23:59;Nov;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;BRANCA;Não Informado;05ª RISP - LUZIÂNIA
518264010;6 AS 8:59;Nov;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;05ª RISP - LUZIÂNIA
518050320;0 AS 2:59;Nov;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;BRANCA;99. NÃO INFORMADO;17ª RISP - ÁGUAS LINDAS
518318790;21 AS 23:59;Nov;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;BRANCA;99. NÃO INFORMADO;05ª RISP - LUZIÂNIA
518855850;0 AS 2:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;01ª RISP - GOIÂNIA
519444930;18 AS 20:59;Nov;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;05ª RISP - LUZIÂNIA
519671460;15 AS 17:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;17ª RISP - ÁGUAS LINDAS
518909790;9 AS 11:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Autônomo;FEMININO;BRANCA;03. MÉDIO INCOMPLETO;05ª RISP - LUZIÂNIA
516431130;18 AS 20:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;PARDA;04. MÉDIO COMPLETO;05ª RISP - LUZIÂNIA
519792240;9 AS 11:59;Nov;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Do Lar;FEMININO;NÃO INFORMADA;Não Informado;01ª RISP - GOIÂNIA
520003470;0 AS 2:59;Dez;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;PARDA;Não Informado;17ª RISP - ÁGUAS LINDAS
498714330;15 AS 17:59;Out;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
520084770;0 AS 2:59;Nov;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;03ª RISP - ANÁPOLIS
520103670;12 AS 14:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Atendente;FEMININO;NÃO INFORMADA;Não Informado;05ª RISP - LUZIÂNIA
520470090;0 AS 2:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;PARDA;Não Informado;05ª RISP - LUZIÂNIA
520031850;21 AS 23:59;Dez;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;05ª RISP - LUZIÂNIA
520686360;0 AS 2:59;Dez;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
518979570;12 AS 14:59;Nov;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Professor;FEMININO;BRANCA;06. SUPERIOR COMPLETO;17ª RISP - ÁGUAS LINDAS
521121540;6 AS 8:59;Dez;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;05ª RISP - LUZIÂNIA
521116650;6 AS 8:59;Dez;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;PARDA;Não Informado;17ª RISP - ÁGUAS LINDAS
521268960;15 AS 17:59;Dez;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;PARDA;Não Informado;03ª RISP - ANÁPOLIS
521672760;15 AS 17:59;Dez;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;PARDA;Não Informado;13ª RISP - POSSE
521736870;18 AS 20:59;Dez;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;PARDA;Não Informado;17ª RISP - ÁGUAS LINDAS
521863470;3 AS 5:59;Dez;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;PARDA;04. MÉDIO COMPLETO;15ª RISP - GOIANÉSIA
521799660;21 AS 23:59;Dez;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;PARDA;Não Informado;05ª RISP - LUZIÂNIA
521886900;21 AS 23:59;Dez;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;11ª RISP - FORMOSA
521362830;18 AS 20:59;Dez;2020;Sáb;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;11ª RISP - FORMOSA
521924790;0 AS 2:59;Mai;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Não Informado;FEMININO;PARDA;Não Informado;17ª RISP - ÁGUAS LINDAS
521959830;0 AS 2:59;Dez;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Pensionista;FEMININO;NEGRA;Não Informado;05ª RISP - LUZIÂNIA
514908600;15 AS 17:59;Nov;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;05ª RISP - LUZIÂNIA
522136170;18 AS 20:59;Dez;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;18 A 24;Não Informado;FEMININO;NEGRA;01. FUNDAMENTAL INCOMPLETO;17ª RISP - ÁGUAS LINDAS
522254040;18 AS 20:59;Dez;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NEGRA;Não Informado;05ª RISP - LUZIÂNIA
502508670;12 AS 14:59;Out;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;17ª RISP - ÁGUAS LINDAS
521075160;21 AS 23:59;Dez;2020;Sex;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;BRANCA;Não Informado;19ª RISP - CALDAS NOVAS
520529070;15 AS 17:59;Dez;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Atendente;FEMININO;BRANCA;05. SUPERIOR INCOMPLETO;11ª RISP - FORMOSA
523016430;6 AS 8:59;Dez;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Empregada Doméstica;FEMININO;NÃO INFORMADA;01. FUNDAMENTAL INCOMPLETO;05ª RISP - LUZIÂNIA
522992430;21 AS 23:59;Dez;2020;Quar;CONSUMADO;VÍTIMA;GO;Ameaça;12 A 17;Não Informado;FEMININO;PARDA;Não Informado;05ª RISP - LUZIÂNIA
523064670;6 AS 8:59;Dez;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;17ª RISP - ÁGUAS LINDAS
523117440;9 AS 11:59;Dez;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Não Informado;FEMININO;NÃO INFORMADA;Não Informado;17ª RISP - ÁGUAS LINDAS
523212510;21 AS 23:59;Dez;2020;Dom;CONSUMADO;VÍTIMA;GO;Ameaça;30 A 34;Empresário;FEMININO;PARDA;06. SUPERIOR COMPLETO;11ª RISP - FORMOSA
523219110;12 AS 14:59;Dez;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;25 A 29;Atendente;FEMININO;PARDA;Não Informado;11ª RISP - FORMOSA
523401870;0 AS 2:59;Dez;2020;Qui;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;PARDA;Não Informado;05ª RISP - LUZIÂNIA
519658350;6 AS 8:59;Dez;2020;Ter;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;PARDA;Não Informado;17ª RISP - ÁGUAS LINDAS
523446000;18 AS 20:59;Dez;2020;Seg;CONSUMADO;VÍTIMA;GO;Ameaça;35 A 64;Não Informado;FEMININO;PARDA;Não Informado;01ª RISP - GOIÂNIA
