ID;Faixa Horário;Mês do Fato;Ano do Fato;Dia da Semana;CONSUMAÇÃO;QUALIFICACAO_CATEGORIA;GRUPO NATUREZA;Faixa Etária;PROFISSAO;SEXO;Cor;Grau de Instrução;RISP
466945050;0 AS 2:59;Jul;2020;Quar;CONSUMADO;VÍTIMA;Injúria;25 A 29;CABELEIREIRA;FEMININO;NÃO INFORMADO;03. MÉDIO INCOMPLETO;01ª RISP - GOIÂNIA
466976250;21 AS 23:59;Jul;2020;Ter;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;99. NÃO INFORMADO;16ª RISP - TRINDADE
467382660;12 AS 14:59;Jul;2020;Qui;CONSUMADO;VÍTIMA;Injúria;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;03ª RISP - ANÁPOLIS
467428020;18 AS 20:59;Jul;2020;Ter;CONSUMADO;VÍTIMA;Injúria;30 A 34;Vendedor;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;02ª RISP - APARECIDA DE GOIÂNIA
467812920;12 AS 14:59;Jul;2020;Sex;CONSUMADO;VÍTIMA;Calúnia;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
468076140;0 AS 2:59;Jul;2020;Quar;CONSUMADO;VÍTIMA;Injúria;30 A 34;Bancário;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;01ª RISP - GOIÂNIA
468726360;18 AS 20:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Advogado;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;01ª RISP - GOIÂNIA
467768610;21 AS 23:59;Jul;2020;Sex;CONSUMADO;VÍTIMA;Injúria;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
468178440;15 AS 17:59;Jul;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
467983440;21 AS 23:59;Jul;2020;Sex;CONSUMADO;VÍTIMA;Injúria;25 A 29;Vendedor;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
468797730;18 AS 20:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
468824010;9 AS 11:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;99. NÃO INFORMADO;02ª RISP - APARECIDA DE GOIÂNIA
468835560;18 AS 20:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
468863610;18 AS 20:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Difamação;35 A 64;Auxiliar Administrativo;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;01ª RISP - GOIÂNIA
468885180;18 AS 20:59;Jul;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;35 A 64;Do Lar;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
468892320;12 AS 14:59;Jul;2020;Seg;CONSUMADO;VÍTIMA;Injúria;18 A 24;Cabeleireiro;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;01ª RISP - GOIÂNIA
469120620;9 AS 11:59;Jul;2020;Ter;CONSUMADO;VÍTIMA;Injúria;35 A 64;Autônomo;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;02ª RISP - APARECIDA DE GOIÂNIA
469499700;3 AS 5:59;Jul;2020;Quar;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
469580520;12 AS 14:59;Jul;2020;Quar;CONSUMADO;VÍTIMA;Difamação;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;01ª RISP - GOIÂNIA
469426080;9 AS 11:59;Jul;2020;Seg;CONSUMADO;VÍTIMA;Injúria;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
469484010;9 AS 11:59;Jul;2020;Quar;CONSUMADO;VÍTIMA;Injúria;12 A 17;Do Lar;FEMININO;NÃO INFORMADO;03. MÉDIO INCOMPLETO;01ª RISP - GOIÂNIA
469840470;21 AS 23:59;Jul;2020;Quar;CONSUMADO;VÍTIMA;Injúria;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;99. NÃO INFORMADO;02ª RISP - APARECIDA DE GOIÂNIA
470156160;9 AS 11:59;Jul;2020;Seg;CONSUMADO;VÍTIMA;Injúria;30 A 34;Feirante;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
470193690;9 AS 11:59;Jul;2020;Qui;CONSUMADO;VÍTIMA;Injúria;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;16ª RISP - TRINDADE
470262690;15 AS 17:59;Jul;2020;Quar;CONSUMADO;VÍTIMA;Injúria;18 A 24;Vendedor;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
470798670;3 AS 5:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Assistente Administrativo;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;01ª RISP - GOIÂNIA
470977590;18 AS 20:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Injúria;30 A 34;Vendedor;FEMININO;NÃO INFORMADO;02. FUNDAMENTAL COMPLETO;01ª RISP - GOIÂNIA
470995440;0 AS 2:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;00. NÃO-ALFABETIZADO;01ª RISP - GOIÂNIA
471040680;0 AS 2:59;Jul;2020;Seg;CONSUMADO;VÍTIMA;Injúria;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;01ª RISP - GOIÂNIA
471131610;15 AS 17:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Administrador de Empresas;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;01ª RISP - GOIÂNIA
471181860;12 AS 14:59;Jul;2020;Seg;CONSUMADO;VÍTIMA;Injúria;30 A 34;Comerciante;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
471207450;9 AS 11:59;Mai;2020;Sex;CONSUMADO;VÍTIMA;Injúria;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;04ª RISP - CIDADE DE GOIÁS
471303480;18 AS 20:59;Jul;2020;Seg;CONSUMADO;VÍTIMA;Injúria;35 A 64;Costureiro;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
471468540;18 AS 20:59;Jul;2020;Seg;CONSUMADO;VÍTIMA;Injúria;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;17ª RISP - ÁGUAS LINDAS
471803100;15 AS 17:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Desempregado;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
471806940;9 AS 11:59;Jul;2020;Quar;CONSUMADO;VÍTIMA;Injúria;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;16ª RISP - TRINDADE
472075560;12 AS 14:59;Jul;2020;Ter;CONSUMADO;VÍTIMA;Injúria;30 A 34;Diarista;FEMININO;NÃO INFORMADO;03. MÉDIO INCOMPLETO;01ª RISP - GOIÂNIA
472035870;18 AS 20:59;Jul;2020;Quar;CONSUMADO;VÍTIMA;Injúria;18 A 24;Comerciante;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
472196070;12 AS 14:59;Jul;2020;Qui;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;03ª RISP - ANÁPOLIS
472133940;18 AS 20:59;Jul;2020;Ter;CONSUMADO;VÍTIMA;Calúnia;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
472851000;12 AS 14:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Faturista;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
473064120;12 AS 14:59;Jun;2020;Ter;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
473261790;15 AS 17:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Injúria;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
473413020;0 AS 2:59;Jul;2020;Seg;CONSUMADO;VÍTIMA;Injúria;25 A 29;Operador de Caixa;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
473444010;0 AS 2:59;Jul;2020;Seg;CONSUMADO;VÍTIMA;Injúria;25 A 29;Autônomo;FEMININO;NÃO INFORMADO;99. NÃO INFORMADO;02ª RISP - APARECIDA DE GOIÂNIA
473461140;18 AS 20:59;Jul;2020;Ter;CONSUMADO;VÍTIMA;Difamação;35 A 64;Auxiliar de Enfermagem;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;02ª RISP - APARECIDA DE GOIÂNIA
473463870;18 AS 20:59;Jul;2020;Sex;CONSUMADO;VÍTIMA;Injúria;35 A 64;Porteiro;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
473477430;0 AS 2:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;01ª RISP - GOIÂNIA
473557650;9 AS 11:59;Jul;2020;Seg;CONSUMADO;VÍTIMA;Injúria;30 A 34;Engenheiro de Produção;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;01ª RISP - GOIÂNIA
473623170;9 AS 11:59;Jul;2020;Seg;CONSUMADO;VÍTIMA;Injúria;25 A 29;Vendedor;FEMININO;NÃO INFORMADO;03. MÉDIO INCOMPLETO;01ª RISP - GOIÂNIA
473541060;9 AS 11:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Injúria;18 A 24;Autônomo;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
473524800;0 AS 2:59;Abr;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;01ª RISP - GOIÂNIA
473988210;15 AS 17:59;Jul;2020;Ter;CONSUMADO;VÍTIMA;Injúria;18 A 24;Secretário Executivo;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;01ª RISP - GOIÂNIA
474004020;3 AS 5:59;Jun;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
474064080;18 AS 20:59;Jul;2020;Ter;CONSUMADO;VÍTIMA;Injúria;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
474097020;21 AS 23:59;Jul;2020;Ter;CONSUMADO;VÍTIMA;Injúria;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
474252060;9 AS 11:59;Jul;2020;Quar;CONSUMADO;VÍTIMA;Injúria;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;02ª RISP - APARECIDA DE GOIÂNIA
474287850;12 AS 14:59;Jul;2020;Quar;CONSUMADO;VÍTIMA;Injúria;35 A 64;Auxiliar de Serviços Gerais;FEMININO;NÃO INFORMADO;03. MÉDIO INCOMPLETO;01ª RISP - GOIÂNIA
474319860;18 AS 20:59;Jul;2020;Ter;CONSUMADO;VÍTIMA;Injúria;35 A 64;Empregada Doméstica;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;01ª RISP - GOIÂNIA
474362160;18 AS 20:59;Jul;2020;Quar;CONSUMADO;VÍTIMA;Injúria;25 A 29;Do Lar;FEMININO;NÃO INFORMADO;02. FUNDAMENTAL COMPLETO;01ª RISP - GOIÂNIA
474593640;9 AS 11:59;Jul;2020;Qui;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
472257630;12 AS 14:59;Jul;2020;Qui;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
456656310;18 AS 20:59;Mar;2020;Quar;CONSUMADO;VÍTIMA;Injúria;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
474741600;21 AS 23:59;Jul;2020;Qui;CONSUMADO;VÍTIMA;Injúria;30 A 34;Auxiliar de Cozinha;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;01ª RISP - GOIÂNIA
474679590;12 AS 14:59;Jul;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
474951900;18 AS 20:59;Jul;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
475119480;21 AS 23:59;Jul;2020;Sex;CONSUMADO;VÍTIMA;Injúria;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
475160550;0 AS 2:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;35 A 64;Do Lar;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;01ª RISP - GOIÂNIA
475192650;21 AS 23:59;Jul;2020;Sex;CONSUMADO;VÍTIMA;Injúria;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
475295700;15 AS 17:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
475853610;9 AS 11:59;Ago;2020;Seg;CONSUMADO;VÍTIMA;Injúria;35 A 64;Professor;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
475875180;12 AS 14:59;Jul;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;30 A 34;Advogado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
475908690;9 AS 11:59;Ago;2020;Seg;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
475954740;18 AS 20:59;Ago;2020;Dom;CONSUMADO;VÍTIMA;Injúria;30 A 34;Manicure e Pedicure;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
475973760;9 AS 11:59;Ago;2020;Seg;CONSUMADO;VÍTIMA;Injúria;12 A 17;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
475985760;18 AS 20:59;Jul;2020;Ter;CONSUMADO;VÍTIMA;Injúria;35 A 64;Auxiliar Administrativo;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
476204010;12 AS 14:59;Jul;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
476209320;9 AS 11:59;Ago;2020;Ter;CONSUMADO;VÍTIMA;Difamação;35 A 64;Não Informado;FEMININO;BRANCA;Não Informado;08ª RISP - RIO VERDE
476298870;15 AS 17:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
476343540;15 AS 17:59;Ago;2020;Ter;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;05ª RISP - LUZIÂNIA
476281500;18 AS 20:59;Ago;2020;Seg;CONSUMADO;VÍTIMA;Injúria;35 A 64;Cabeleireiro;FEMININO;NÃO INFORMADO;03. MÉDIO INCOMPLETO;01ª RISP - GOIÂNIA
476754270;18 AS 20:59;Ago;2020;Quar;CONSUMADO;VÍTIMA;Injúria;18 A 24;ESTUDANTE;FEMININO;NÃO INFORMADO;03. MÉDIO INCOMPLETO;02ª RISP - APARECIDA DE GOIÂNIA
476419590;18 AS 20:59;Ago;2020;Ter;CONSUMADO;VÍTIMA;Injúria;30 A 34;Enfermeiro;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;01ª RISP - GOIÂNIA
477128490;18 AS 20:59;Ago;2020;Qui;CONSUMADO;VÍTIMA;Injúria;35 A 64;Empregada Doméstica;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
477231030;18 AS 20:59;Jun;2020;Seg;CONSUMADO;VÍTIMA;Injúria;18 A 24;Estudante;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;01ª RISP - GOIÂNIA
477292680;12 AS 14:59;Ago;2020;Seg;CONSUMADO;VÍTIMA;Injúria;35 A 64;Do Lar;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;01ª RISP - GOIÂNIA
477448710;12 AS 14:59;Ago;2020;Quar;CONSUMADO;VÍTIMA;Injúria;18 A 24;Vendedor;FEMININO;NÃO INFORMADO;99. NÃO INFORMADO;02ª RISP - APARECIDA DE GOIÂNIA
477636030;21 AS 23:59;Ago;2020;Sex;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
477716970;12 AS 14:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
477793320;9 AS 11:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
477928890;18 AS 20:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
477934860;0 AS 2:59;Ago;2020;Dom;CONSUMADO;VÍTIMA;Injúria;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
477956130;18 AS 20:59;Ago;2020;Quar;CONSUMADO;VÍTIMA;Injúria;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
477975600;21 AS 23:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
478372410;18 AS 20:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
478418250;12 AS 14:59;Ago;2020;Dom;CONSUMADO;VÍTIMA;Injúria;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
477987570;21 AS 23:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
478460790;12 AS 14:59;Ago;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Professor;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;01ª RISP - GOIÂNIA
478507200;21 AS 23:59;Ago;2020;Sex;CONSUMADO;VÍTIMA;Injúria;35 A 64;Recepcionista;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
472490010;9 AS 11:59;Jul;2020;Sex;CONSUMADO;VÍTIMA;Difamação;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;09ª RISP - CATALÃO
479098470;6 AS 8:59;Ago;2020;Seg;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;04ª RISP - CIDADE DE GOIÁS
479248500;18 AS 20:59;Ago;2020;Quar;CONSUMADO;VÍTIMA;Injúria;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;01ª RISP - GOIÂNIA
478937310;21 AS 23:59;Ago;2020;Ter;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;16ª RISP - TRINDADE
417871710;15 AS 17:59;Fev;2020;Qui;CONSUMADO;VÍTIMA;Injúria;30 A 34;Estudante;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;02ª RISP - APARECIDA DE GOIÂNIA
479879100;21 AS 23:59;Ago;2020;Ter;CONSUMADO;VÍTIMA;Injúria;18 A 24;Estudante;FEMININO;NÃO INFORMADO;03. MÉDIO INCOMPLETO;01ª RISP - GOIÂNIA
480466680;6 AS 8:59;Ago;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Recepcionista;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
480486480;0 AS 2:59;Ago;2020;Dom;CONSUMADO;VÍTIMA;Injúria;25 A 29;Vendedor;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;01ª RISP - GOIÂNIA
480752970;12 AS 14:59;Ago;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
480773400;18 AS 20:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;99. NÃO INFORMADO;02ª RISP - APARECIDA DE GOIÂNIA
480875370;3 AS 5:59;Ago;2020;Seg;CONSUMADO;VÍTIMA;Injúria;30 A 34;Técnico em Enfermagem;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
480880410;18 AS 20:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;Difamação;25 A 29;Não Informado;FEMININO;PARDA;Não Informado;08ª RISP - RIO VERDE
480500790;9 AS 11:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;30 A 34;Recepcionista;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;01ª RISP - GOIÂNIA
480649290;18 AS 20:59;Ago;2020;Dom;CONSUMADO;VÍTIMA;Injúria;35 A 64;Do Lar;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;01ª RISP - GOIÂNIA
480854490;12 AS 14:59;Ago;2020;Seg;CONSUMADO;VÍTIMA;Injúria;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;01ª RISP - GOIÂNIA
481268310;9 AS 11:59;Ago;2020;Seg;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
481281810;0 AS 2:59;Ago;2020;Ter;CONSUMADO;VÍTIMA;Injúria;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;03ª RISP - ANÁPOLIS
481538370;21 AS 23:59;Ago;2020;Seg;CONSUMADO;VÍTIMA;Injúria;35 A 64;Auxiliar de Serviços Gerais;FEMININO;NÃO INFORMADO;01. FUNDAMENTAL INCOMPLETO;01ª RISP - GOIÂNIA
481546350;0 AS 2:59;Ago;2020;Ter;CONSUMADO;VÍTIMA;Injúria;25 A 29;Atendente;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
481563930;18 AS 20:59;Ago;2020;Seg;CONSUMADO;VÍTIMA;Injúria;25 A 29;Não Informado;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;01ª RISP - GOIÂNIA
481667340;15 AS 17:59;Ago;2020;Quar;CONSUMADO;VÍTIMA;Injúria;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
481931820;0 AS 2:59;Ago;2020;Quar;CONSUMADO;VÍTIMA;Injúria;18 A 24;Não Informado;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
482113470;15 AS 17:59;Ago;2020;Qui;CONSUMADO;VÍTIMA;Injúria;35 A 64;Comerciante;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;01ª RISP - GOIÂNIA
482237730;12 AS 14:59;Ago;2020;Qui;CONSUMADO;VÍTIMA;Injúria;35 A 64;Empresário;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
481871400;9 AS 11:59;Ago;2020;Quar;CONSUMADO;VÍTIMA;Difamação;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
482428710;15 AS 17:59;Ago;2020;Sex;CONSUMADO;VÍTIMA;Difamação;35 A 64;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
481960380;6 AS 8:59;Ago;2020;Quar;CONSUMADO;VÍTIMA;Injúria;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;01ª RISP - GOIÂNIA
482513370;15 AS 17:59;Ago;2020;Sex;CONSUMADO;VÍTIMA;Injúria;30 A 34;Não Informado;FEMININO;NÃO INFORMADO;Não Informado;01ª RISP - GOIÂNIA
482733660;15 AS 17:59;Ago;2020;Seg;CONSUMADO;VÍTIMA;Injúria;35 A 64;Vendedor;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;01ª RISP - GOIÂNIA
483083400;6 AS 8:59;Ago;2020;Dom;CONSUMADO;VÍTIMA;Injúria;25 A 29;Autônomo;FEMININO;NÃO INFORMADO;05. SUPERIOR INCOMPLETO;01ª RISP - GOIÂNIA
483249030;18 AS 20:59;Ago;2020;Dom;CONSUMADO;VÍTIMA;Injúria;30 A 34;Empresário;FEMININO;NÃO INFORMADO;99. NÃO INFORMADO;01ª RISP - GOIÂNIA
483032760;21 AS 23:59;Ago;2020;Sáb;CONSUMADO;VÍTIMA;Injúria;35 A 64;Professor de Odontologia;FEMININO;NÃO INFORMADO;06. SUPERIOR COMPLETO;01ª RISP - GOIÂNIA
483354450;12 AS 14:59;Ago;2020;Ter;CONSUMADO;VÍTIMA;Difamação;30 A 34;Cabeleireiro;FEMININO;NÃO INFORMADO;04. MÉDIO COMPLETO;01ª RISP - GOIÂNIA
484084920;9 AS 11:59;Ago;2020;Quar;CONSUMADO;VÍTIMA;Injúria;30 A 34;Do Lar;FEMININO;NÃO INFORMADO;Não Informado;02ª RISP - APARECIDA DE GOIÂNIA
